Code du département,Libellé du département,Code du canton,Libellé du canton,Inscrits,Abstentions,% Abs/Ins,Votants,% Vot/Ins,Blancs,% Blancs/Ins,% Blancs/Vot,Nuls,% Nuls/Ins,% Nuls/Vot,Exprimés,% Exp/Ins,% Exp/Vot,N°Panneau,Sexe,Nom,Prénom,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Voix,% Voix/Ins,% Voix/Exp
03,Allier,005,Dompierre-sur-Besbre,15657,3252,20.77,12405,79.23,1188,7.59,9.58,503,3.21,4.05,10714,68.43,86.37,1,M,MACRON,Emmanuel,6511,41.59,60.77,2,F,LE PEN,Marine,4203,26.84,39.23
03,Allier,006,Gannat,15381,3413,22.19,11968,77.81,1162,7.55,9.71,505,3.28,4.22,10301,66.97,86.07,1,M,MACRON,Emmanuel,6358,41.34,61.72,2,F,LE PEN,Marine,3943,25.64,38.28
03,Allier,007,Huriel,12675,2677,21.12,9998,78.88,1020,8.05,10.2,500,3.94,5,8478,66.89,84.8,1,M,MACRON,Emmanuel,5132,40.49,60.53,2,F,LE PEN,Marine,3346,26.4,39.47
03,Allier,008,Lapalisse,14323,2824,19.72,11499,80.28,1041,7.27,9.05,673,4.7,5.85,9785,68.32,85.09,1,M,MACRON,Emmanuel,5703,39.82,58.28,2,F,LE PEN,Marine,4082,28.5,41.72
03,Allier,009,Montluçon-1,12376,3187,25.75,9189,74.25,904,7.3,9.84,574,4.64,6.25,7711,62.31,83.92,1,M,MACRON,Emmanuel,4944,39.95,64.12,2,F,LE PEN,Marine,2767,22.36,35.88
03,Allier,010,Montluçon-2,11865,3730,31.44,8135,68.56,817,6.89,10.04,443,3.73,5.45,6875,57.94,84.51,1,M,MACRON,Emmanuel,4678,39.43,68.04,2,F,LE PEN,Marine,2197,18.52,31.96
03,Allier,011,Montluçon-3,14803,3786,25.58,11017,74.42,1186,8.01,10.77,473,3.2,4.29,9358,63.22,84.94,1,M,MACRON,Emmanuel,6597,44.57,70.5,2,F,LE PEN,Marine,2761,18.65,29.5
03,Allier,012,Montluçon-4,10878,3042,27.96,7836,72.04,876,8.05,11.18,329,3.02,4.2,6631,60.96,84.62,1,M,MACRON,Emmanuel,4425,40.68,66.73,2,F,LE PEN,Marine,2206,20.28,33.27
03,Allier,013,Moulins-1,12856,3301,25.68,9555,74.32,890,6.92,9.31,352,2.74,3.68,8313,64.66,87,1,M,MACRON,Emmanuel,5790,45.04,69.65,2,F,LE PEN,Marine,2523,19.63,30.35
03,Allier,014,Moulins-2,14278,3695,25.88,10583,74.12,1005,7.04,9.5,442,3.1,4.18,9136,63.99,86.33,1,M,MACRON,Emmanuel,5744,40.23,62.87,2,F,LE PEN,Marine,3392,23.76,37.13
03,Allier,015,Saint-Pourçain-sur-Sioule,14373,3078,21.42,11295,78.58,995,6.92,8.81,459,3.19,4.06,9841,68.47,87.13,1,M,MACRON,Emmanuel,5667,39.43,57.59,2,F,LE PEN,Marine,4174,29.04,42.41
03,Allier,016,Souvigny,11742,2169,18.47,9573,81.53,1008,8.58,10.53,419,3.57,4.38,8146,69.37,85.09,1,M,MACRON,Emmanuel,5231,44.55,64.22,2,F,LE PEN,Marine,2915,24.83,35.78
03,Allier,017,Vichy-1,13709,3608,26.32,10101,73.68,896,6.54,8.87,348,2.54,3.45,8857,64.61,87.68,1,M,MACRON,Emmanuel,5751,41.95,64.93,2,F,LE PEN,Marine,3106,22.66,35.07
03,Allier,018,Vichy-2,12714,3664,28.82,9050,71.18,812,6.39,8.97,300,2.36,3.31,7938,62.44,87.71,1,M,MACRON,Emmanuel,5416,42.6,68.23,2,F,LE PEN,Marine,2522,19.84,31.77
03,Allier,019,Yzeure,12827,2590,20.19,10237,79.81,1092,8.51,10.67,380,2.96,3.71,8765,68.33,85.62,1,M,MACRON,Emmanuel,6070,47.32,69.25,2,F,LE PEN,Marine,2695,21.01,30.75
04,Alpes-de-Haute-Provence,001,Barcelonnette,6498,1519,23.38,4979,76.62,548,8.43,11.01,184,2.83,3.7,4247,65.36,85.3,1,M,MACRON,Emmanuel,2529,38.92,59.55,2,F,LE PEN,Marine,1718,26.44,40.45
04,Alpes-de-Haute-Provence,002,Castellane,8489,1773,20.89,6716,79.11,750,8.83,11.17,261,3.07,3.89,5705,67.2,84.95,1,M,MACRON,Emmanuel,3028,35.67,53.08,2,F,LE PEN,Marine,2677,31.53,46.92
04,Alpes-de-Haute-Provence,003,Château-Arnoux-Saint-Auban,9566,2178,22.77,7388,77.23,608,6.36,8.23,342,3.58,4.63,6438,67.3,87.14,1,M,MACRON,Emmanuel,3764,39.35,58.47,2,F,LE PEN,Marine,2674,27.95,41.53
04,Alpes-de-Haute-Provence,004,Digne-les-Bains-1,7820,1912,24.45,5908,75.55,606,7.75,10.26,225,2.88,3.81,5077,64.92,85.93,1,M,MACRON,Emmanuel,3162,40.43,62.28,2,F,LE PEN,Marine,1915,24.49,37.72
04,Alpes-de-Haute-Provence,005,Digne-les-Bains-2,8907,1863,20.92,7044,79.08,636,7.14,9.03,277,3.11,3.93,6131,68.83,87.04,1,M,MACRON,Emmanuel,3624,40.69,59.11,2,F,LE PEN,Marine,2507,28.15,40.89
04,Alpes-de-Haute-Provence,006,Forcalquier,8630,1854,21.48,6776,78.52,815,9.44,12.03,218,2.53,3.22,5743,66.55,84.76,1,M,MACRON,Emmanuel,3539,41.01,61.62,2,F,LE PEN,Marine,2204,25.54,38.38
04,Alpes-de-Haute-Provence,007,Manosque-1,8982,2339,26.04,6643,73.96,632,7.04,9.51,187,2.08,2.81,5824,64.84,87.67,1,M,MACRON,Emmanuel,3703,41.23,63.58,2,F,LE PEN,Marine,2121,23.61,36.42
04,Alpes-de-Haute-Provence,008,Manosque-2,7978,2150,26.95,5828,73.05,502,6.29,8.61,222,2.78,3.81,5104,63.98,87.58,1,M,MACRON,Emmanuel,3294,41.29,64.54,2,F,LE PEN,Marine,1810,22.69,35.46
04,Alpes-de-Haute-Provence,009,Manosque-3,8392,2310,27.53,6082,72.47,568,6.77,9.34,207,2.47,3.4,5307,63.24,87.26,1,M,MACRON,Emmanuel,3082,36.73,58.07,2,F,LE PEN,Marine,2225,26.51,41.93
04,Alpes-de-Haute-Provence,010,Oraison,10256,2637,25.71,7619,74.29,722,7.04,9.48,255,2.49,3.35,6642,64.76,87.18,1,M,MACRON,Emmanuel,3489,34.02,52.53,2,F,LE PEN,Marine,3153,30.74,47.47
04,Alpes-de-Haute-Provence,011,Reillanne,8823,1895,21.48,6928,78.52,740,8.39,10.68,329,3.73,4.75,5859,66.41,84.57,1,M,MACRON,Emmanuel,3537,40.09,60.37,2,F,LE PEN,Marine,2322,26.32,39.63
04,Alpes-de-Haute-Provence,012,Riez,7729,1665,21.54,6064,78.46,660,8.54,10.88,245,3.17,4.04,5159,66.75,85.08,1,M,MACRON,Emmanuel,2910,37.65,56.41,2,F,LE PEN,Marine,2249,29.1,43.59
04,Alpes-de-Haute-Provence,013,Seyne,7313,1420,19.42,5893,80.58,648,8.86,11,243,3.32,4.12,5002,68.4,84.88,1,M,MACRON,Emmanuel,2841,38.85,56.8,2,F,LE PEN,Marine,2161,29.55,43.2
04,Alpes-de-Haute-Provence,014,Sisteron,9798,2240,22.86,7558,77.14,684,6.98,9.05,351,3.58,4.64,6523,66.57,86.31,1,M,MACRON,Emmanuel,3850,39.29,59.02,2,F,LE PEN,Marine,2673,27.28,40.98
04,Alpes-de-Haute-Provence,015,Valensole,7278,1500,20.61,5778,79.39,552,7.58,9.55,176,2.42,3.05,5050,69.39,87.4,1,M,MACRON,Emmanuel,2642,36.3,52.32,2,F,LE PEN,Marine,2408,33.09,47.68
05,Hautes-Alpes,001,L'Argentière-la-Bessée,5476,1306,23.85,4170,76.15,486,8.88,11.65,117,2.14,2.81,3567,65.14,85.54,1,M,MACRON,Emmanuel,2570,46.93,72.05,2,F,LE PEN,Marine,997,18.21,27.95
05,Hautes-Alpes,002,Briançon-1,7447,1779,23.89,5668,76.11,593,7.96,10.46,155,2.08,2.73,4920,66.07,86.8,1,M,MACRON,Emmanuel,3343,44.89,67.95,2,F,LE PEN,Marine,1577,21.18,32.05
05,Hautes-Alpes,003,Briançon-2,7925,2085,26.31,5840,73.69,630,7.95,10.79,194,2.45,3.32,5016,63.29,85.89,1,M,MACRON,Emmanuel,3436,43.36,68.5,2,F,LE PEN,Marine,1580,19.94,31.5
05,Hautes-Alpes,004,Chorges,8535,1606,18.82,6929,81.18,677,7.93,9.77,221,2.59,3.19,6031,70.66,87.04,1,M,MACRON,Emmanuel,3406,39.91,56.47,2,F,LE PEN,Marine,2625,30.76,43.53
05,Hautes-Alpes,005,Embrun,8929,2256,25.27,6673,74.73,693,7.76,10.39,204,2.28,3.06,5776,64.69,86.56,1,M,MACRON,Emmanuel,3923,43.94,67.92,2,F,LE PEN,Marine,1853,20.75,32.08
05,Hautes-Alpes,006,Gap-1,7179,2237,31.16,4942,68.84,419,5.84,8.48,137,1.91,2.77,4386,61.09,88.75,1,M,MACRON,Emmanuel,3095,43.11,70.57,2,F,LE PEN,Marine,1291,17.98,29.43
05,Hautes-Alpes,007,Gap-2,7420,1843,24.84,5577,75.16,493,6.64,8.84,176,2.37,3.16,4908,66.15,88,1,M,MACRON,Emmanuel,3317,44.7,67.58,2,F,LE PEN,Marine,1591,21.44,32.42
05,Hautes-Alpes,008,Gap-3,7596,1818,23.93,5778,76.07,459,6.04,7.94,172,2.26,2.98,5147,67.76,89.08,1,M,MACRON,Emmanuel,3276,43.13,63.65,2,F,LE PEN,Marine,1871,24.63,36.35
05,Hautes-Alpes,009,Gap-4,6678,1580,23.66,5098,76.34,440,6.59,8.63,153,2.29,3,4505,67.46,88.37,1,M,MACRON,Emmanuel,3092,46.3,68.63,2,F,LE PEN,Marine,1413,21.16,31.37
05,Hautes-Alpes,010,Guillestre,6889,1522,22.09,5367,77.91,655,9.51,12.2,149,2.16,2.78,4563,66.24,85.02,1,M,MACRON,Emmanuel,2952,42.85,64.69,2,F,LE PEN,Marine,1611,23.39,35.31
05,Hautes-Alpes,011,Laragne-Montéglin,5843,1145,19.6,4698,80.4,523,8.95,11.13,180,3.08,3.83,3995,68.37,85.04,1,M,MACRON,Emmanuel,2232,38.2,55.87,2,F,LE PEN,Marine,1763,30.17,44.13
05,Hautes-Alpes,012,Saint-Bonnet-en-Champsaur,9567,1714,17.92,7853,82.08,787,8.23,10.02,249,2.6,3.17,6817,71.26,86.81,1,M,MACRON,Emmanuel,4111,42.97,60.31,2,F,LE PEN,Marine,2706,28.28,39.69
05,Hautes-Alpes,013,Serres,6620,1274,19.24,5346,80.76,616,9.31,11.52,193,2.92,3.61,4537,68.53,84.87,1,M,MACRON,Emmanuel,2767,41.8,60.99,2,F,LE PEN,Marine,1770,26.74,39.01
05,Hautes-Alpes,014,Tallard,8116,1488,18.33,6628,81.67,703,8.66,10.61,233,2.87,3.52,5692,70.13,85.88,1,M,MACRON,Emmanuel,3321,40.92,58.35,2,F,LE PEN,Marine,2371,29.21,41.65
05,Hautes-Alpes,015,Veynes,5672,1242,21.9,4430,78.1,496,8.74,11.2,166,2.93,3.75,3768,66.43,85.06,1,M,MACRON,Emmanuel,2370,41.78,62.9,2,F,LE PEN,Marine,1398,24.65,37.1
06,Alpes-Maritimes,001,Antibes-1,26347,7496,28.45,18851,71.55,1569,5.96,8.32,420,1.59,2.23,16862,64,89.45,1,M,MACRON,Emmanuel,9269,35.18,54.97,2,F,LE PEN,Marine,7593,28.82,45.03
06,Alpes-Maritimes,002,Antibes-2,22083,5851,26.5,16232,73.5,1535,6.95,9.46,198,0.9,1.22,14499,65.66,89.32,1,M,MACRON,Emmanuel,8950,40.53,61.73,2,F,LE PEN,Marine,5549,25.13,38.27
06,Alpes-Maritimes,003,Antibes-3,25206,5824,23.11,19382,76.89,1705,6.76,8.8,311,1.23,1.6,17366,68.9,89.6,1,M,MACRON,Emmanuel,10362,41.11,59.67,2,F,LE PEN,Marine,7004,27.79,40.33
06,Alpes-Maritimes,004,Beausoleil,23523,6723,28.58,16800,71.42,1354,5.76,8.06,461,1.96,2.74,14985,63.7,89.2,1,M,MACRON,Emmanuel,7952,33.81,53.07,2,F,LE PEN,Marine,7033,29.9,46.93
06,Alpes-Maritimes,005,Cagnes-sur-Mer-1,28195,7414,26.3,20781,73.7,1615,5.73,7.77,411,1.46,1.98,18755,66.52,90.25,1,M,MACRON,Emmanuel,9866,34.99,52.6,2,F,LE PEN,Marine,8889,31.53,47.4
06,Alpes-Maritimes,006,Cagnes-sur-Mer-2,34427,8137,23.64,26290,76.36,2739,7.96,10.42,182,0.53,0.69,23369,67.88,88.89,1,M,MACRON,Emmanuel,11416,33.16,48.85,2,F,LE PEN,Marine,11953,34.72,51.15
06,Alpes-Maritimes,007,Cannes-1,30155,8345,27.67,21810,72.33,1576,5.23,7.23,538,1.78,2.47,19696,65.32,90.31,1,M,MACRON,Emmanuel,10200,33.83,51.79,2,F,LE PEN,Marine,9496,31.49,48.21
06,Alpes-Maritimes,008,Cannes-2,29842,8536,28.6,21306,71.4,1699,5.69,7.97,496,1.66,2.33,19111,64.04,89.7,1,M,MACRON,Emmanuel,11833,39.65,61.92,2,F,LE PEN,Marine,7278,24.39,38.08
06,Alpes-Maritimes,009,Le Cannet,32736,9026,27.57,23710,72.43,2370,7.24,10,248,0.76,1.05,21092,64.43,88.96,1,M,MACRON,Emmanuel,12403,37.89,58.8,2,F,LE PEN,Marine,8689,26.54,41.2
06,Alpes-Maritimes,010,Contes,29118,6741,23.15,22377,76.85,1975,6.78,8.83,730,2.51,3.26,19672,67.56,87.91,1,M,MACRON,Emmanuel,8523,29.27,43.33,2,F,LE PEN,Marine,11149,38.29,56.67
06,Alpes-Maritimes,011,Grasse-1,31960,8046,25.18,23914,74.82,1912,5.98,8,693,2.17,2.9,21309,66.67,89.11,1,M,MACRON,Emmanuel,11299,35.35,53.02,2,F,LE PEN,Marine,10010,31.32,46.98
06,Alpes-Maritimes,012,Grasse-2,29248,7573,25.89,21675,74.11,1723,5.89,7.95,510,1.74,2.35,19442,66.47,89.7,1,M,MACRON,Emmanuel,11265,38.52,57.94,2,F,LE PEN,Marine,8177,27.96,42.06
06,Alpes-Maritimes,013,Mandelieu-la-Napoule,31990,7531,23.54,24459,76.46,2611,8.16,10.68,227,0.71,0.93,21621,67.59,88.4,1,M,MACRON,Emmanuel,10637,33.25,49.2,2,F,LE PEN,Marine,10984,34.34,50.8
06,Alpes-Maritimes,014,Menton,33119,8124,24.53,24995,75.47,2056,6.21,8.23,654,1.97,2.62,22285,67.29,89.16,1,M,MACRON,Emmanuel,10963,33.1,49.19,2,F,LE PEN,Marine,11322,34.19,50.81
06,Alpes-Maritimes,015,Nice-1,25649,7774,30.31,17875,69.69,1242,4.84,6.95,406,1.58,2.27,16227,63.27,90.78,1,M,MACRON,Emmanuel,10523,41.03,64.85,2,F,LE PEN,Marine,5704,22.24,35.15
06,Alpes-Maritimes,016,Nice-2,31262,8452,27.04,22810,72.96,1572,5.03,6.89,1040,3.33,4.56,20198,64.61,88.55,1,M,MACRON,Emmanuel,11752,37.59,58.18,2,F,LE PEN,Marine,8446,27.02,41.82
06,Alpes-Maritimes,017,Nice-3,26221,6950,26.51,19271,73.49,1377,5.25,7.15,436,1.66,2.26,17458,66.58,90.59,1,M,MACRON,Emmanuel,8906,33.97,51.01,2,F,LE PEN,Marine,8552,32.62,48.99
06,Alpes-Maritimes,018,Nice-4,30477,8097,26.57,22380,73.43,1652,5.42,7.38,557,1.83,2.49,20171,66.18,90.13,1,M,MACRON,Emmanuel,11166,36.64,55.36,2,F,LE PEN,Marine,9005,29.55,44.64
06,Alpes-Maritimes,019,Nice-5,29325,8715,29.72,20610,70.28,1556,5.31,7.55,477,1.63,2.31,18577,63.35,90.14,1,M,MACRON,Emmanuel,11707,39.92,63.02,2,F,LE PEN,Marine,6870,23.43,36.98
06,Alpes-Maritimes,020,Nice-6,28918,7895,27.3,21023,72.7,1615,5.58,7.68,496,1.72,2.36,18912,65.4,89.96,1,M,MACRON,Emmanuel,12564,43.45,66.43,2,F,LE PEN,Marine,6348,21.95,33.57
06,Alpes-Maritimes,021,Nice-7,22664,6867,30.3,15797,69.7,1129,4.98,7.15,346,1.53,2.19,14322,63.19,90.66,1,M,MACRON,Emmanuel,7464,32.93,52.12,2,F,LE PEN,Marine,6858,30.26,47.88
06,Alpes-Maritimes,022,Nice-8,21618,6235,28.84,15383,71.16,1149,5.32,7.47,439,2.03,2.85,13795,63.81,89.68,1,M,MACRON,Emmanuel,7097,32.83,51.45,2,F,LE PEN,Marine,6698,30.98,48.55
06,Alpes-Maritimes,023,Nice-9,23403,6304,26.94,17099,73.06,1352,5.78,7.91,406,1.73,2.37,15341,65.55,89.72,1,M,MACRON,Emmanuel,9504,40.61,61.95,2,F,LE PEN,Marine,5837,24.94,38.05
06,Alpes-Maritimes,024,Tourrette-Levens,30796,6520,21.17,24276,78.83,2178,7.07,8.97,792,2.57,3.26,21306,69.18,87.77,1,M,MACRON,Emmanuel,9632,31.28,45.21,2,F,LE PEN,Marine,11674,37.91,54.79
06,Alpes-Maritimes,025,Valbonne,26977,6288,23.31,20689,76.69,1999,7.41,9.66,294,1.09,1.42,18396,68.19,88.92,1,M,MACRON,Emmanuel,11940,44.26,64.91,2,F,LE PEN,Marine,6456,23.93,35.09
06,Alpes-Maritimes,026,Vence,30266,7175,23.71,23091,76.29,2393,7.91,10.36,421,1.39,1.82,20277,67,87.81,1,M,MACRON,Emmanuel,10894,35.99,53.73,2,F,LE PEN,Marine,9383,31,46.27
06,Alpes-Maritimes,027,Villeneuve-Loubet,26255,5992,22.82,20263,77.18,2131,8.12,10.52,225,0.86,1.11,17907,68.2,88.37,1,M,MACRON,Emmanuel,10320,39.31,57.63,2,F,LE PEN,Marine,7587,28.9,42.37
07,Ardèche,001,Annonay-1,14461,3845,26.59,10616,73.41,1024,7.08,9.65,285,1.97,2.68,9307,64.36,87.67,1,M,MACRON,Emmanuel,6089,42.11,65.42,2,F,LE PEN,Marine,3218,22.25,34.58
07,Ardèche,002,Annonay-2,12156,2895,23.82,9261,76.18,934,7.68,10.09,253,2.08,2.73,8074,66.42,87.18,1,M,MACRON,Emmanuel,5004,41.16,61.98,2,F,LE PEN,Marine,3070,25.26,38.02
07,Ardèche,003,Aubenas-1,13363,3608,27,9755,73,944,7.06,9.68,402,3.01,4.12,8409,62.93,86.2,1,M,MACRON,Emmanuel,5449,40.78,64.8,2,F,LE PEN,Marine,2960,22.15,35.2
07,Ardèche,004,Aubenas-2,15280,3450,22.58,11830,77.42,1210,7.92,10.23,471,3.08,3.98,10149,66.42,85.79,1,M,MACRON,Emmanuel,6499,42.53,64.04,2,F,LE PEN,Marine,3650,23.89,35.96
07,Ardèche,005,Bourg-Saint-Andéol,14344,3097,21.59,11247,78.41,1032,7.19,9.18,354,2.47,3.15,9861,68.75,87.68,1,M,MACRON,Emmanuel,5071,35.35,51.42,2,F,LE PEN,Marine,4790,33.39,48.58
07,Ardèche,006,Haut-Eyrieux,15746,3383,21.48,12363,78.52,1324,8.41,10.71,567,3.6,4.59,10472,66.51,84.7,1,M,MACRON,Emmanuel,7119,45.21,67.98,2,F,LE PEN,Marine,3353,21.29,32.02
07,Ardèche,007,Guilherand-Granges,16838,2996,17.79,13842,82.21,1236,7.34,8.93,432,2.57,3.12,12174,72.3,87.95,1,M,MACRON,Emmanuel,8178,48.57,67.18,2,F,LE PEN,Marine,3996,23.73,32.82
07,Ardèche,008,Haut-Vivarais,16694,3098,18.56,13596,81.44,1351,8.09,9.94,511,3.06,3.76,11734,70.29,86.3,1,M,MACRON,Emmanuel,7039,42.16,59.99,2,F,LE PEN,Marine,4695,28.12,40.01
07,Ardèche,009,Le Pouzin,12214,2679,21.93,9535,78.07,1070,8.76,11.22,393,3.22,4.12,8072,66.09,84.66,1,M,MACRON,Emmanuel,4395,35.98,54.45,2,F,LE PEN,Marine,3677,30.1,45.55
07,Ardèche,010,Privas,15786,3528,22.35,12258,77.65,1297,8.22,10.58,479,3.03,3.91,10482,66.4,85.51,1,M,MACRON,Emmanuel,7021,44.48,66.98,2,F,LE PEN,Marine,3461,21.92,33.02
07,Ardèche,011,Sarras,11447,2262,19.76,9185,80.24,902,7.88,9.82,276,2.41,3,8007,69.95,87.17,1,M,MACRON,Emmanuel,4696,41.02,58.65,2,F,LE PEN,Marine,3311,28.92,41.35
07,Ardèche,012,Berg-Helvie,15482,3606,23.29,11876,76.71,1253,8.09,10.55,491,3.17,4.13,10132,65.44,85.31,1,M,MACRON,Emmanuel,5865,37.88,57.89,2,F,LE PEN,Marine,4267,27.56,42.11
07,Ardèche,013,Haute-Ardèche,12075,2600,21.53,9475,78.47,1046,8.66,11.04,423,3.5,4.46,8006,66.3,84.5,1,M,MACRON,Emmanuel,4580,37.93,57.21,2,F,LE PEN,Marine,3426,28.37,42.79
07,Ardèche,014,Tournon-sur-Rhône,15272,2865,18.76,12407,81.24,1088,7.12,8.77,390,2.55,3.14,10929,71.56,88.09,1,M,MACRON,Emmanuel,6984,45.73,63.9,2,F,LE PEN,Marine,3945,25.83,36.1
07,Ardèche,015,Vallon-Pont-d'Arc,16372,3671,22.42,12701,77.58,1397,8.53,11,478,2.92,3.76,10826,66.13,85.24,1,M,MACRON,Emmanuel,6802,41.55,62.83,2,F,LE PEN,Marine,4024,24.58,37.17
07,Ardèche,016,Les Cévennes ardéchoises,14909,3312,22.21,11597,77.79,1295,8.69,11.17,576,3.86,4.97,9726,65.24,83.87,1,M,MACRON,Emmanuel,6578,44.12,67.63,2,F,LE PEN,Marine,3148,21.11,32.37
07,Ardèche,017,Rhône-Eyrieux,16777,3592,21.41,13185,78.59,1397,8.33,10.6,440,2.62,3.34,11348,67.64,86.07,1,M,MACRON,Emmanuel,7230,43.09,63.71,2,F,LE PEN,Marine,4118,24.55,36.29
08,Ardennes,001,Attigny,9792,1847,18.86,7945,81.14,706,7.21,8.89,307,3.14,3.86,6932,70.79,87.25,1,M,MACRON,Emmanuel,3261,33.3,47.04,2,F,LE PEN,Marine,3671,37.49,52.96
08,Ardennes,002,Bogny-sur-Meuse,11055,2876,26.02,8179,73.98,783,7.08,9.57,286,2.59,3.5,7110,64.31,86.93,1,M,MACRON,Emmanuel,2992,27.06,42.08,2,F,LE PEN,Marine,4118,37.25,57.92
08,Ardennes,003,Carignan,11519,2845,24.7,8674,75.3,764,6.63,8.81,310,2.69,3.57,7600,65.98,87.62,1,M,MACRON,Emmanuel,3506,30.44,46.13,2,F,LE PEN,Marine,4094,35.54,53.87
08,Ardennes,004,Charleville-Mézières-1,10039,2973,29.61,7066,70.39,634,6.32,8.97,234,2.33,3.31,6198,61.74,87.72,1,M,MACRON,Emmanuel,3453,34.4,55.71,2,F,LE PEN,Marine,2745,27.34,44.29
08,Ardennes,005,Charleville-Mézières-2,11355,3416,30.08,7939,69.92,654,5.76,8.24,259,2.28,3.26,7026,61.88,88.5,1,M,MACRON,Emmanuel,3881,34.18,55.24,2,F,LE PEN,Marine,3145,27.7,44.76
08,Ardennes,006,Charleville-Mézières-3,11120,3266,29.37,7854,70.63,706,6.35,8.99,215,1.93,2.74,6933,62.35,88.27,1,M,MACRON,Emmanuel,4865,43.75,70.17,2,F,LE PEN,Marine,2068,18.6,29.83
08,Ardennes,007,Charleville-Mézières-4,8965,3308,36.9,5657,63.1,430,4.8,7.6,203,2.26,3.59,5024,56.04,88.81,1,M,MACRON,Emmanuel,2865,31.96,57.03,2,F,LE PEN,Marine,2159,24.08,42.97
08,Ardennes,008,Château-Porcien,11168,2136,19.13,9032,80.87,861,7.71,9.53,272,2.44,3.01,7899,70.73,87.46,1,M,MACRON,Emmanuel,3926,35.15,49.7,2,F,LE PEN,Marine,3973,35.57,50.3
08,Ardennes,009,Givet,9514,2761,29.02,6753,70.98,609,6.4,9.02,170,1.79,2.52,5974,62.79,88.46,1,M,MACRON,Emmanuel,3333,35.03,55.79,2,F,LE PEN,Marine,2641,27.76,44.21
08,Ardennes,010,Nouvion-sur-Meuse,10754,2258,21,8496,79,834,7.76,9.82,293,2.72,3.45,7369,68.52,86.73,1,M,MACRON,Emmanuel,3493,32.48,47.4,2,F,LE PEN,Marine,3876,36.04,52.6
08,Ardennes,011,Rethel,9863,2391,24.24,7472,75.76,638,6.47,8.54,214,2.17,2.86,6620,67.12,88.6,1,M,MACRON,Emmanuel,3340,33.86,50.45,2,F,LE PEN,Marine,3280,33.26,49.55
08,Ardennes,012,Revin,9506,3178,33.43,6328,66.57,487,5.12,7.7,221,2.32,3.49,5620,59.12,88.81,1,M,MACRON,Emmanuel,2888,30.38,51.39,2,F,LE PEN,Marine,2732,28.74,48.61
08,Ardennes,013,Rocroi,11132,2642,23.73,8490,76.27,729,6.55,8.59,220,1.98,2.59,7541,67.74,88.82,1,M,MACRON,Emmanuel,3200,28.75,42.43,2,F,LE PEN,Marine,4341,39,57.57
08,Ardennes,014,Sedan-1,9784,2699,27.59,7085,72.41,562,5.74,7.93,218,2.23,3.08,6305,64.44,88.99,1,M,MACRON,Emmanuel,3122,31.91,49.52,2,F,LE PEN,Marine,3183,32.53,50.48
08,Ardennes,015,Sedan-2,7808,2030,26,5778,74,537,6.88,9.29,167,2.14,2.89,5074,64.98,87.82,1,M,MACRON,Emmanuel,2822,36.14,55.62,2,F,LE PEN,Marine,2252,28.84,44.38
08,Ardennes,016,Sedan-3,8453,2341,27.69,6112,72.31,483,5.71,7.9,186,2.2,3.04,5443,64.39,89.05,1,M,MACRON,Emmanuel,2917,34.51,53.59,2,F,LE PEN,Marine,2526,29.88,46.41
08,Ardennes,017,Signy-l'Abbaye,11894,2390,20.09,9504,79.91,830,6.98,8.73,303,2.55,3.19,8371,70.38,88.08,1,M,MACRON,Emmanuel,3580,30.1,42.77,2,F,LE PEN,Marine,4791,40.28,57.23
08,Ardennes,018,Villers-Semeuse,10832,2420,22.34,8412,77.66,771,7.12,9.17,296,2.73,3.52,7345,67.81,87.32,1,M,MACRON,Emmanuel,3695,34.11,50.31,2,F,LE PEN,Marine,3650,33.7,49.69
08,Ardennes,019,Vouziers,9796,2109,21.53,7687,78.47,769,7.85,10,307,3.13,3.99,6611,67.49,86,1,M,MACRON,Emmanuel,3285,33.53,49.69,2,F,LE PEN,Marine,3326,33.95,50.31
09,Ariège,001,Haute-Ariège,5822,1190,20.44,4632,79.56,542,9.31,11.7,189,3.25,4.08,3901,67,84.22,1,M,MACRON,Emmanuel,2559,43.95,65.6,2,F,LE PEN,Marine,1342,23.05,34.4
09,Ariège,002,Arize-Lèze,8281,1868,22.56,6413,77.44,791,9.55,12.33,336,4.06,5.24,5286,63.83,82.43,1,M,MACRON,Emmanuel,3429,41.41,64.87,2,F,LE PEN,Marine,1857,22.42,35.13
09,Ariège,003,Couserans Est,8531,2228,26.12,6303,73.88,801,9.39,12.71,359,4.21,5.7,5143,60.29,81.6,1,M,MACRON,Emmanuel,3784,44.36,73.58,2,F,LE PEN,Marine,1359,15.93,26.42
09,Ariège,004,Couserans Ouest,8450,2107,24.93,6343,75.07,677,8.01,10.67,338,4,5.33,5328,63.05,84,1,M,MACRON,Emmanuel,3756,44.45,70.5,2,F,LE PEN,Marine,1572,18.6,29.5
09,Ariège,005,Foix,9807,2317,23.63,7490,76.37,827,8.43,11.04,393,4.01,5.25,6270,63.93,83.71,1,M,MACRON,Emmanuel,4527,46.16,72.2,2,F,LE PEN,Marine,1743,17.77,27.8
09,Ariège,006,Mirepoix,10378,2359,22.73,8019,77.27,899,8.66,11.21,474,4.57,5.91,6646,64.04,82.88,1,M,MACRON,Emmanuel,3945,38.01,59.36,2,F,LE PEN,Marine,2701,26.03,40.64
