Code du département,Libellé du département,Code du canton,Libellé du canton,Inscrits,Abstentions,% Abs/Ins,Votants,% Vot/Ins,Blancs,% Blancs/Ins,% Blancs/Vot,Nuls,% Nuls/Ins,% Nuls/Vot,Exprimés,% Exp/Ins,% Exp/Vot,N°Panneau,Sexe,Nom,Prénom,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Voix,% Voix/Ins,% Voix/Exp
54,Meurthe-et-Moselle,013,Nancy-2,15572,4018,25.8,11554,74.2,924,5.93,8,257,1.65,2.22,10373,66.61,89.78,1,M,MACRON,Emmanuel,8557,54.95,82.49,2,F,LE PEN,Marine,1816,11.66,17.51
54,Meurthe-et-Moselle,014,Nancy-3,16515,4101,24.83,12414,75.17,981,5.94,7.9,244,1.48,1.97,11189,67.75,90.13,1,M,MACRON,Emmanuel,8689,52.61,77.66,2,F,LE PEN,Marine,2500,15.14,22.34
54,Meurthe-et-Moselle,015,Neuves-Maisons,19934,4447,22.31,15487,77.69,1419,7.12,9.16,397,1.99,2.56,13671,68.58,88.27,1,M,MACRON,Emmanuel,8136,40.81,59.51,2,F,LE PEN,Marine,5535,27.77,40.49
54,Meurthe-et-Moselle,016,Le Nord-Toulois,20463,3977,19.44,16486,80.56,1516,7.41,9.2,545,2.66,3.31,14425,70.49,87.5,1,M,MACRON,Emmanuel,7729,37.77,53.58,2,F,LE PEN,Marine,6696,32.72,46.42
54,Meurthe-et-Moselle,017,Pays de Briey,26500,7714,29.11,18786,70.89,1930,7.28,10.27,601,2.27,3.2,16255,61.34,86.53,1,M,MACRON,Emmanuel,8488,32.03,52.22,2,F,LE PEN,Marine,7767,29.31,47.78
54,Meurthe-et-Moselle,018,Pont-à-Mousson,25279,6967,27.56,18312,72.44,1615,6.39,8.82,537,2.12,2.93,16160,63.93,88.25,1,M,MACRON,Emmanuel,8903,35.22,55.09,2,F,LE PEN,Marine,7257,28.71,44.91
54,Meurthe-et-Moselle,019,Saint-Max,25851,7121,27.55,18730,72.45,1482,5.73,7.91,499,1.93,2.66,16749,64.79,89.42,1,M,MACRON,Emmanuel,11566,44.74,69.05,2,F,LE PEN,Marine,5183,20.05,30.95
54,Meurthe-et-Moselle,020,Toul,21528,5747,26.7,15781,73.3,1307,6.07,8.28,433,2.01,2.74,14041,65.22,88.97,1,M,MACRON,Emmanuel,7231,33.59,51.5,2,F,LE PEN,Marine,6810,31.63,48.5
54,Meurthe-et-Moselle,021,Val de Lorraine Sud,18405,4862,26.42,13543,73.58,1062,5.77,7.84,374,2.03,2.76,12107,65.78,89.4,1,M,MACRON,Emmanuel,7099,38.57,58.64,2,F,LE PEN,Marine,5008,27.21,41.36
54,Meurthe-et-Moselle,022,Vandoeuvre-lès-Nancy,15822,4752,30.03,11070,69.97,753,4.76,6.8,241,1.52,2.18,10076,63.68,91.02,1,M,MACRON,Emmanuel,7356,46.49,73.01,2,F,LE PEN,Marine,2720,17.19,26.99
54,Meurthe-et-Moselle,023,Villerupt,17199,4932,28.68,12267,71.32,1198,6.97,9.77,435,2.53,3.55,10634,61.83,86.69,1,M,MACRON,Emmanuel,6958,40.46,65.43,2,F,LE PEN,Marine,3676,21.37,34.57
55,Meuse,001,Ancerville,10301,2016,19.57,8285,80.43,684,6.64,8.26,246,2.39,2.97,7355,71.4,88.77,1,M,MACRON,Emmanuel,3242,31.47,44.08,2,F,LE PEN,Marine,4113,39.93,55.92
55,Meuse,002,Bar-le-Duc-1,9543,2316,24.27,7227,75.73,664,6.96,9.19,200,2.1,2.77,6363,66.68,88.04,1,M,MACRON,Emmanuel,3980,41.71,62.55,2,F,LE PEN,Marine,2383,24.97,37.45
55,Meuse,003,Bar-le-Duc-2,8220,2193,26.68,6027,73.32,513,6.24,8.51,176,2.14,2.92,5338,64.94,88.57,1,M,MACRON,Emmanuel,3403,41.4,63.75,2,F,LE PEN,Marine,1935,23.54,36.25
55,Meuse,004,Belleville-sur-Meuse,6804,1321,19.42,5483,80.58,465,6.83,8.48,139,2.04,2.54,4879,71.71,88.98,1,M,MACRON,Emmanuel,2574,37.83,52.76,2,F,LE PEN,Marine,2305,33.88,47.24
55,Meuse,005,Bouligny,6245,1536,24.6,4709,75.4,487,7.8,10.34,152,2.43,3.23,4070,65.17,86.43,1,M,MACRON,Emmanuel,1910,30.58,46.93,2,F,LE PEN,Marine,2160,34.59,53.07
55,Meuse,006,Clermont-en-Argonne,7029,1436,20.43,5593,79.57,535,7.61,9.57,156,2.22,2.79,4902,69.74,87.65,1,M,MACRON,Emmanuel,2500,35.57,51,2,F,LE PEN,Marine,2402,34.17,49
55,Meuse,007,Commercy,8455,1923,22.74,6532,77.26,537,6.35,8.22,194,2.29,2.97,5801,68.61,88.81,1,M,MACRON,Emmanuel,3078,36.4,53.06,2,F,LE PEN,Marine,2723,32.21,46.94
55,Meuse,008,Dieue-sur-Meuse,9793,2021,20.64,7772,79.36,741,7.57,9.53,265,2.71,3.41,6766,69.09,87.06,1,M,MACRON,Emmanuel,3386,34.58,50.04,2,F,LE PEN,Marine,3380,34.51,49.96
55,Meuse,009,Etain,7612,1731,22.74,5881,77.26,541,7.11,9.2,170,2.23,2.89,5170,67.92,87.91,1,M,MACRON,Emmanuel,2450,32.19,47.39,2,F,LE PEN,Marine,2720,35.73,52.61
55,Meuse,010,Ligny-en-Barrois,9599,2240,23.34,7359,76.66,627,6.53,8.52,237,2.47,3.22,6495,67.66,88.26,1,M,MACRON,Emmanuel,3057,31.85,47.07,2,F,LE PEN,Marine,3438,35.82,52.93
55,Meuse,011,Montmédy,6082,1446,23.78,4636,76.22,344,5.66,7.42,124,2.04,2.67,4168,68.53,89.91,1,M,MACRON,Emmanuel,2064,33.94,49.52,2,F,LE PEN,Marine,2104,34.59,50.48
55,Meuse,012,Revigny-sur-Ornain,8708,1858,21.34,6850,78.66,685,7.87,10,181,2.08,2.64,5984,68.72,87.36,1,M,MACRON,Emmanuel,2944,33.81,49.2,2,F,LE PEN,Marine,3040,34.91,50.8
55,Meuse,013,Saint-Mihiel,8552,1786,20.88,6766,79.12,611,7.14,9.03,193,2.26,2.85,5962,69.71,88.12,1,M,MACRON,Emmanuel,2927,34.23,49.09,2,F,LE PEN,Marine,3035,35.49,50.91
55,Meuse,014,Stenay,6299,1368,21.72,4931,78.28,406,6.45,8.23,118,1.87,2.39,4407,69.96,89.37,1,M,MACRON,Emmanuel,2150,34.13,48.79,2,F,LE PEN,Marine,2257,35.83,51.21
55,Meuse,015,Vaucouleurs,9539,1857,19.47,7682,80.53,708,7.42,9.22,259,2.72,3.37,6715,70.4,87.41,1,M,MACRON,Emmanuel,3104,32.54,46.22,2,F,LE PEN,Marine,3611,37.86,53.78
55,Meuse,016,Verdun-1,7038,2221,31.56,4817,68.44,395,5.61,8.2,120,1.71,2.49,4302,61.13,89.31,1,M,MACRON,Emmanuel,2672,37.97,62.11,2,F,LE PEN,Marine,1630,23.16,37.89
